classes,filename,stream_index,sni,len1,len2,len3,len4,len5,len6,len7,len8,len9,len10,len11,len12,len13,len14,len15,len16,len17,len18,len19,len20,len21,len22,len23,len24,len25,len26,len27,len28,len29,len30
www.7k7k.com,www.7k7k.com.json,76,resource.a0bi.com,0,0,0,523,0,148,0,43,551,0,4356,0,978,26,0,577,1451,3668,26,0,587,4356,0,18876,0,2904,2904,5808,0,842
www.7k7k.com,www.7k7k.com.json,77,i.7k7kimg.cn,0,0,0,518,0,148,0,43,0,607,0,2882,0,1452,638,0,610,996,609,3606,0,0,0,0,23,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,78,resource.a0bi.com,0,0,0,523,0,148,0,43,630,0,1452,2249,0,631,2904,0,5141,0,566,4356,2904,4356,2904,0,0,4356,0,1452,2904,5808
www.7k7k.com,www.7k7k.com.json,80,www.7k7k.com,0,0,0,518,0,148,0,43,0,1083,0,335,0,1083,336,0,1146,686,0,437,26,0,0,1147,0,635,433,0,26,0
www.7k7k.com,www.7k7k.com.json,81,i3.7k7kimg.cn,0,0,0,519,0,148,0,43,0,612,0,4356,0,3023,0,604,4356,0,1211,0,607,2882,1452,0,0,2335,0,609,2882,1452
www.7k7k.com,www.7k7k.com.json,82,i3.7k7kimg.cn,0,0,0,519,0,148,0,43,0,612,0,4356,3045,0,612,4356,2904,1321,0,604,1422,2054,0,612,1422,5808,5808,0,2904,2543
www.7k7k.com,www.7k7k.com.json,85,i2.7k7kimg.cn,0,0,0,519,0,148,0,43,612,0,11616,0,4789,4356,0,2904,0,8664,0,612,4356,0,2904,0,4356,0,1452,2904,3796,0
www.7k7k.com,www.7k7k.com.json,84,i2.7k7kimg.cn,0,0,0,519,0,148,0,43,612,0,7260,0,8986,0,13068,3579,0,612,4356,5808,0,0,8712,0,10164,7074,0,0,609,4676
www.7k7k.com,www.7k7k.com.json,86,i2.7k7kimg.cn,0,0,0,519,0,148,0,43,0,607,0,2882,1452,0,3137,0,603,4142,0,612,1452,5810,2904,0,5808,8712,2750,0,612,0
www.7k7k.com,www.7k7k.com.json,88,i4.7k7kimg.cn,0,0,0,519,0,148,0,43,0,609,0,4342,0,1593,0,612,5802,8712,8712,0,1452,4356,0,1452,3849,0,609,0,4203,0
www.7k7k.com,www.7k7k.com.json,87,i4.7k7kimg.cn,0,0,0,519,0,148,0,43,0,612,0,6885,0,606,4356,816,0,612,4356,2904,4356,0,1452,1452,1403,0,603,3967,0,606
www.7k7k.com,www.7k7k.com.json,89,www.7k7kjs.cn,0,0,0,519,0,148,0,43,0,557,0,1424,2904,0,941,26,0,539,1424,951,26,0,539,3106,26,0,570,1012,26,0
www.7k7k.com,www.7k7k.com.json,91,www.7k7kjs.cn,0,0,0,519,0,148,0,43,0,565,0,2692,26,0,548,1187,26,0,647,5806,0,644,0,4356,0,13068,8712,0,4356,0
www.7k7k.com,www.7k7k.com.json,93,i.7k7kimg.cn,0,0,0,518,0,148,0,43,599,0,2904,1468,0,603,1792,0,601,2904,292,0,0,0,0,23,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,94,i.7k7kimg.cn,0,0,0,518,0,148,0,43,600,0,1422,1168,0,602,2904,0,13068,0,1452,1452,4356,0,1665,0,606,2882,1452,0,4356,4356
www.7k7k.com,www.7k7k.com.json,92,i.7k7kimg.cn,0,0,0,518,0,148,0,43,602,0,13102,3294,1481,45012,0,0,4356,1452,2904,0,2904,0,4356,0,1452,2904,0,2904,0,8712
www.7k7k.com,www.7k7k.com.json,95,i.7k7kimg.cn,0,0,0,518,0,148,0,43,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,96,n5.7k7kimg.cn,0,0,0,517,0,3340,0,85,615,266,1034,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,97,n5.7k7kimg.cn,0,0,0,517,0,3340,0,85,615,266,1415,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,98,n5.7k7kimg.cn,0,0,0,517,0,3340,0,85,615,266,1341,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,99,i5.7k7kimg.cn,0,0,0,519,0,148,0,43,0,606,0,5692,0,609,2904,0,1530,0,607,4360,0,609,4715,0,606,5118,0,612,4356,0
www.7k7k.com,www.7k7k.com.json,100,i1.7k7kimg.cn,0,0,0,519,0,148,0,43,0,606,0,4319,0,606,4415,0,612,2882,0,3734,0,606,4591,0,612,2882,794,0,612,2904
www.7k7k.com,www.7k7k.com.json,101,i1.7k7kimg.cn,0,0,0,519,0,148,0,43,0,609,0,2904,1794,0,609,5927,0,609,6318,0,605,5437,0,605,6509,0,612,0,4356,9274
www.7k7k.com,www.7k7k.com.json,102,www.7k7kjs.cn,0,0,0,519,0,148,0,43,642,0,1599,0,651,4342,1452,0,4356,0,6114,5808,0,5808,0,7260,0,1452,8712,0,4356,0
www.7k7k.com,www.7k7k.com.json,104,www.7k7kjs.cn,0,0,0,519,0,148,0,43,652,0,9016,0,647,4523,0,649,1452,881,0,659,5808,9150,0,651,0,319,586,0,0,0
www.7k7k.com,www.7k7k.com.json,103,www.7k7kjs.cn,0,0,0,519,0,148,0,43,642,0,4356,0,1183,649,1452,3484,0,649,3805,0,561,2806,26,0,553,2335,26,0,576,1019
www.7k7k.com,www.7k7k.com.json,105,www.7k7kjs.cn,0,0,0,519,0,148,0,43,647,0,16240,0,2904,0,10229,0,652,1805,0,557,2776,26,0,571,2835,26,0,661,4052,0
www.7k7k.com,www.7k7k.com.json,106,i5.7k7kimg.cn,0,0,0,519,0,148,0,43,612,0,4948,0,612,4356,4356,0,2904,0,2904,5808,2380,0,621,0,4356,2904,0,4311,0,612
www.7k7k.com,www.7k7k.com.json,107,i5.7k7kimg.cn,0,0,0,519,0,148,0,43,0,612,0,2904,0,1452,1150,0,612,2904,3724,0,609,1452,2904,2190,0,612,0,1452,5808,0
www.7k7k.com,www.7k7k.com.json,108,i2.7k7kimg.cn,0,0,0,519,0,148,0,43,0,612,0,2904,2904,2904,1452,0,1672,0,612,2904,3054,0,606,4356,1471,0,607,1452,1430,2310
www.7k7k.com,www.7k7k.com.json,112,n1.7k7kimg.cn,0,0,0,517,0,3340,0,85,606,266,2156,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,111,n1.7k7kimg.cn,0,0,0,517,0,2904,0,436,0,85,606,266,2240,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,113,i4.7k7kimg.cn,0,0,0,519,0,148,0,43,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.7k7k.com,www.7k7k.com.json,114,i1.7k7kimg.cn,0,0,0,519,0,148,0,43,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbs.kanxue.com,bbs.kanxue.com.json,3,bbs.kanxue.com,0,0,0,615,0,260,0,80,726,0,2769,0,761,2880,0,2880,0,2417,0,761,1440,1440,0,2880,0,2214,0,703,1205,0
bbs.kanxue.com,bbs.kanxue.com.json,2,bbs.kanxue.com,0,0,0,615,0,260,0,80,728,0,2880,0,2880,0,1115,0,762,2880,1440,0,0,1440,0,1440,0,1440,0,1440,0,1440
bbs.kanxue.com,bbs.kanxue.com.json,4,bbs.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,722,287,287,0,2880,0,891,0,762,2880,0,2880,0,2880,0,201,0,706,2880,0
bbs.kanxue.com,bbs.kanxue.com.json,5,bbs.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,774,287,287,0,2880,0,2880,0,1989,0,761,2880,0,1440,1440,0,2880,0,504,709
bbs.kanxue.com,bbs.kanxue.com.json,6,bbs.kanxue.com,0,0,0,615,0,260,0,80,1003,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,2880,0,1178,1084,0,2880,0,2880,0
bbs.kanxue.com,bbs.kanxue.com.json,7,bbs.kanxue.com,0,0,0,615,0,260,0,80,1084,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,566,0,2880,0,2880,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,8,bbs.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,1084,287,287,0,0,2880,0,2880,0,2880,0,2880,0,2880,0,2006,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,9,bbs.kanxue.com,0,0,0,615,0,260,0,80,1084,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,2880,0,2880,0,2880,0,1457,0,1084
bbs.kanxue.com,bbs.kanxue.com.json,10,www.kanxue.com,0,0,0,615,0,260,0,80,926,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbs.kanxue.com,bbs.kanxue.com.json,11,bbs.kanxue.com,0,0,0,615,0,260,0,80,1084,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,566,0,2880,0,2880,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,12,bbs.kanxue.com,0,0,0,517,0,2880,2550,0,0,80,1084,287,287,0,0,1440,1440,0,2880,0,2880,0,1440,1440,0,2880,0,2006,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,13,bbs.kanxue.com,0,0,0,615,0,260,0,80,1120,0,2880,2880,2880,2880,2880,1440,566,0,0,2880,0,2880,0,2880,0,2880,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,14,bbs.kanxue.com,0,0,0,615,0,260,0,80,0,1084,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,566,0,2880,0,2880,0,395,0
bbs.kanxue.com,bbs.kanxue.com.json,15,www.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,287,287,0,936,751,0,991,794,0,927,742,0,918,735,0,1049,0,833,0,923
bbs.kanxue.com,bbs.kanxue.com.json,16,bbs.kanxue.com,0,0,0,517,0,1440,0,1440,0,1440,0,1110,0,80,1084,0,287,287,0,2880,0,2880,0,2880,0,2880,0,2880,0,2006
bbs.kanxue.com,bbs.kanxue.com.json,18,bbs.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,1084,287,287,0,0,2880,0,2880,0,2880,0,2880,0,2880,0,2006,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,17,bbs.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,1084,287,287,0,0,2880,0,2880,0,2880,0,2880,0,2880,0,2006,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,19,bbs.kanxue.com,0,0,0,517,0,2880,0,1440,0,1110,0,80,1084,287,287,0,0,2880,0,2880,0,2880,0,2880,0,2880,0,2006,0,1440
bbs.kanxue.com,bbs.kanxue.com.json,20,www.kanxue.com,0,0,0,615,0,260,0,80,479,0,870,0,479,870,0,479,870,0,479,0,870,0,479,0,870,0,479,0,870,0
bbs.kanxue.com,bbs.kanxue.com.json,21,passport.kanxue.com,0,0,0,636,0,260,0,80,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbs.kanxue.com,bbs.kanxue.com.json,22,passport.kanxue.com,0,0,0,636,0,260,0,80,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbs.kanxue.com,bbs.kanxue.com.json,23,www.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,973,0,287,287,0,783,0,925,740,0,973,0,784,0,918,0,734,0,909,722
bbs.kanxue.com,bbs.kanxue.com.json,24,passport.kanxue.com,0,0,0,636,0,260,0,80,764,0,2880,0,2880,0,2880,0,2880,0,2880,0,525,0,764,0,2880,0,2880,0,2880,0
bbs.kanxue.com,bbs.kanxue.com.json,25,passport.kanxue.com,0,0,0,636,0,260,0,80,755,0,1795,0,764,0,2880,0,2880,0,2880,0,2880,0,1444,0,764,0,1440,1440,2880,2880
bbs.kanxue.com,bbs.kanxue.com.json,26,passport.kanxue.com,0,0,0,636,0,260,0,80,764,0,1440,1440,0,2880,0,2880,0,2880,0,1995,0,764,0,2880,0,2880,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,27,passport.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,764,303,303,0,0,2880,2880,2880,2880,2880,2880,2880,2880,1440,0,2880,0,2880,0,2866
bbs.kanxue.com,bbs.kanxue.com.json,28,passport.kanxue.com,0,0,0,517,0,2880,0,1440,0,1110,0,80,764,303,303,0,0,2880,0,2880,0,2388,0,764,0,2880,0,2880,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,29,www.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,1081,287,287,0,852,0,936,751,0,963,774,0,909,722,0,927,743,0,964,0
bbs.kanxue.com,bbs.kanxue.com.json,30,passport.kanxue.com,0,0,0,517,0,2880,0,2550,0,80,764,303,303,0,0,2880,2880,2880,2880,694,694,0,764,0,2880,0,2880,0,2880,0
bbs.kanxue.com,bbs.kanxue.com.json,31,passport.kanxue.com,0,0,0,636,0,260,0,80,764,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,566,0,2880,0,2130,0,764,0,2880
bbs.kanxue.com,bbs.kanxue.com.json,32,passport.kanxue.com,0,0,0,636,0,260,0,80,0,764,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,566,0,2880,0,2880,0,2880,0
bbs.kanxue.com,bbs.kanxue.com.json,33,passport.kanxue.com,0,0,0,517,0,2880,2550,0,0,80,764,303,303,0,0,2880,2880,2880,1652,0,0,0,0,0,0,24,0,0,0,0
bbs.kanxue.com,bbs.kanxue.com.json,34,passport.kanxue.com,0,0,0,636,0,260,0,80,764,0,2880,0,2880,0,2880,0,2880,0,2880,0,1440,2517,0,0,0,0,0,0,24,0
my.4399.com,my.4399.com.json,4,s4.img4399.com,0,0,517,0,4096,15,0,0,85,599,266,1452,2889,3360,0,595,2810,0,0,0,0,23,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,14,f1.img4399.com,0,0,0,517,0,4096,0,2109,0,85,606,266,1394,2904,0,1708,0,606,2904,1410,1616,0,606,1452,4195,0,622,5808,0,8712
my.4399.com,my.4399.com.json,15,f1.img4399.com,0,0,0,517,0,1452,0,2644,0,1452,0,657,0,85,606,266,1452,0,3610,0,605,4356,1154,0,606,1394,1452,2167,0,0
my.4399.com,my.4399.com.json,17,f1.img4399.com,0,0,0,517,0,2904,0,1192,0,2109,0,85,606,266,1394,5114,0,605,1452,1452,4029,0,606,2904,2870,411,0,642,4356,0
my.4399.com,my.4399.com.json,16,f1.img4399.com,0,0,0,517,0,1452,0,2644,0,2109,0,85,606,0,266,4356,0,1063,0,0,0,0,23,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,19,f1.img4399.com,0,0,0,517,0,4096,0,2109,0,85,606,266,2904,3377,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,18,f1.img4399.com,0,0,0,517,0,1452,0,2644,0,2109,0,85,605,266,4314,2174,0,0,0,0,23,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,20,4399stat.5054399.com,0,0,0,517,0,4096,15,0,0,85,535,282,449,1359,26,0,0,639,0,367,0,640,0,367,0,645,0,367,0,638
my.4399.com,my.4399.com.json,22,p.img4399.com,0,0,0,517,0,4096,15,0,0,85,609,266,2904,0,4356,0,4356,0,7260,0,4356,4356,2904,1094,0,608,4314,4356,4356,0
my.4399.com,my.4399.com.json,21,p.img4399.com,0,0,0,517,0,4096,15,0,0,85,609,266,546,1452,0,2904,1505,8712,1874,0,7260,0,1452,2904,0,2260,0,608,2366,0
my.4399.com,my.4399.com.json,23,p.img4399.com,0,0,0,517,0,4096,15,0,0,85,609,0,266,0,554,1452,0,0,2904,0,1452,0,8712,0,5808,0,4356,0,2904,0
my.4399.com,my.4399.com.json,30,s1.img4399.com,0,0,0,517,0,2904,0,1192,0,503,0,85,608,0,266,1452,0,2904,0,1995,0,595,4356,0,1418,2429,0,0,0,0
my.4399.com,my.4399.com.json,32,s4.img4399.com,0,0,0,517,0,2904,0,1192,15,0,0,85,594,0,266,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,31,s1.img4399.com,0,0,0,517,0,4096,0,503,0,85,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,38,p.img4399.com,0,0,0,519,0,148,0,43,608,0,4356,921,0,608,2904,0,1452,1418,2904,4356,0,2904,1452,5808,0,2082,0,608,1394,1452
my.4399.com,my.4399.com.json,37,p.img4399.com,0,0,0,519,0,148,0,43,608,0,4356,8712,0,0,1452,1721,1452,0,4356,1452,2904,1452,1452,0,4356,0,2904,0,2178,0
my.4399.com,my.4399.com.json,36,p.img4399.com,0,0,0,519,0,148,0,43,608,0,0,4356,0,1594,0,608,0,555,16405,14601,0,610,0,542,2941,1452,2904,4356,1452,0
my.4399.com,my.4399.com.json,40,my.4399.com,0,0,0,517,0,156,0,51,0,1145,0,937,0,1151,0,461,0,809,0,1070,0,474,12305,0,0,1027,0,491,0,1069
my.4399.com,my.4399.com.json,41,my.4399.com,0,0,0,517,0,156,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,42,s1.img4399.com,0,0,0,517,0,1452,0,2644,0,503,0,85,736,266,2904,0,4356,0,2904,0,4356,0,2904,8712,1452,2904,4356,0,7260,0
my.4399.com,my.4399.com.json,43,jssdk.3304399.net,0,0,0,517,0,4096,15,0,0,85,557,0,266,548,1452,0,7260,1452,1452,4356,2904,2044,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,44,v.3304399.net,0,0,0,517,0,3741,0,85,618,266,4356,0,2904,0,2904,0,6294,4356,2904,0,7260,1885,2904,2904,1452,4356,4789,7260,2904,4430
my.4399.com,my.4399.com.json,45,my.4399.com,0,0,0,517,0,156,0,51,1672,0,0,655,0,1645,0,0,4356,0,8712,0,1349,0,1298,0,1602,0,0,491,0,1641
my.4399.com,my.4399.com.json,48,my.4399.com,0,0,0,517,0,156,0,51,0,1644,0,0,14579,0,1601,0,0,433,86,0,1703,0,0,4356,4356,0,4356,1348,0,44
my.4399.com,my.4399.com.json,49,p.img4399.com,0,0,0,519,0,148,0,43,608,0,2093,0,607,4356,0,799,607,2904,0,2904,1452,2904,4356,1734,0,2904,0,2351,0,607
my.4399.com,my.4399.com.json,50,p.img4399.com,0,0,0,519,0,148,0,43,608,0,7234,1452,4356,3222,4356,2904,2942,0,607,2904,0,4356,0,1452,10164,0,2904,1452,2904,0
my.4399.com,my.4399.com.json,51,p.img4399.com,0,0,0,519,0,148,0,43,608,0,2242,0,607,1394,939,0,607,1452,1452,0,1410,1452,0,7260,0,4356,0,2904,0,2904
my.4399.com,my.4399.com.json,52,p.img4399.com,0,0,0,519,0,148,0,43,608,0,1394,2904,5808,4356,1801,4356,4356,0,5808,4356,5740,0,607,553,1481,4401,2904,0,1452,7260
my.4399.com,my.4399.com.json,53,4399stat.5054399.com,0,0,0,542,0,148,0,43,638,0,366,0,634,0,366,0,637,0,366,0,639,0,366,0,637,0,366,0,637,0
my.4399.com,my.4399.com.json,54,s1.img4399.com,0,0,0,520,0,148,0,43,622,0,3251,0,621,529,1481,0,1452,1735,0,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,56,s1.img4399.com,0,0,0,520,0,148,0,43,553,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,55,s1.img4399.com,0,0,0,520,0,148,0,43,605,0,5808,0,8712,0,1452,167,5808,0,2904,4356,0,4356,0,1452,1209,0,547,1452,1862,26
my.4399.com,my.4399.com.json,58,p.img4399.com,0,0,0,519,0,148,0,43,607,0,1394,2268,0,607,1394,2635,0,607,4356,7353,0,0,0,0,0,0,0,0,0,0
my.4399.com,my.4399.com.json,57,p.img4399.com,0,0,0,519,0,148,0,43,607,0,1452,2733,0,607,1394,2194,0,607,0,4356,0,4356,1927,0,607,0,4356,0,13068,0
my.4399.com,my.4399.com.json,59,my.4399.com,0,0,0,517,0,156,0,51,0,1644,0,0,462,13315,0,1601,0,0,434,86,0,1644,0,0,472,2949,10682,0,1601,0
my.4399.com,my.4399.com.json,60,s1.img4399.com,0,0,0,520,0,148,0,43,722,0,0,5808,7260,0,0,3337,0,8712,4356,0,8712,0,8712,0,8712,0,4248,0,4356,0
my.4399.com,my.4399.com.json,61,my.4399.com,0,0,0,517,0,156,0,51,1602,0,0,434,86,0,1704,0,0,462,1452,0,4356,1521,5484,0,1604,0,0,434,86,0
my.4399.com,my.4399.com.json,62,my.4399.com,0,0,0,517,0,156,0,51,0,1644,0,0,472,4356,8611,0,1601,0,0,432,86,0,1697,0,0,521,0,1647,0,0
my.4399.com,my.4399.com.json,64,p.img4399.com,0,0,0,519,0,148,0,43,610,0,4356,0,10164,0,1885,4356,0,3973,0,606,11616,0,2904,0,1712,5861,0,10586,0,10241
my.4399.com,my.4399.com.json,65,p.img4399.com,0,0,0,519,0,148,0,43,610,0,551,1481,12462,1445,1445,2930,10079,12749,0,4356,0,0,1505,1452,4356,0,1452,2904,0,1452
my.4399.com,my.4399.com.json,66,4399stat.5054399.com,0,0,0,542,0,148,0,43,640,0,367,0,640,0,367,0,680,0,367,0,639,367,0,637,367,0,640,367,0,639
my.4399.com,my.4399.com.json,63,p.img4399.com,0,0,0,519,0,148,0,43,610,0,14455,0,1445,1449,11616,14075,2941,2904,1452,4356,0,0,5808,0,2904,0,4356,0,4356,0
my.4399.com,my.4399.com.json,67,p.img4399.com,0,0,0,519,0,148,0,43,0,609,0,5808,0,1426,7260,0,1452,307,0,1452,5808,0,2904,0,8712,0,1452,8712,0,1452
my.4399.com,my.4399.com.json,68,s1.img4399.com,0,0,0,520,0,148,0,43,639,0,4314,4356,3245,0,0,691,1394,7260,0,1300,0,621,1452,0,1402,7260,0,0,2904,0
my.4399.com,my.4399.com.json,70,p.img4399.com,0,0,0,519,0,148,0,43,609,0,7234,0,7260,1759,0,1452,8712,0,1452,4810,0,10164,0,6262,0,1452,2904,0,1452,8712
my.4399.com,my.4399.com.json,69,p.img4399.com,0,0,0,519,0,148,0,43,609,0,1452,7260,0,1452,6077,2904,0,1452,5808,0,1452,4789,0,7260,0,13068,0,10164,0,5808
